205,1300336621213864000,赞一个,69860
37,1300266318035087370,哈哈哈，真实.,70344
13,1300336640964882464,学习很多东西的诀窍在于——不要一下子学很多东西,71581
129,1300336611579646000,太秀了,71684
85,1282844204634099725,想到了要保持某种生命的尊严！,71834
40,1300336640964882463,啥破玩意，无聊,72218
5,1300336650351792183,引经据典，信手拈来😜,72325
20,1277202899015028736,当然谁都知道,72463
72,1277202898968891392,精彩,72482
4,1277202899015028736,都显现着其不可剥离的文化属性,72677
309,1300336640964882455,例如：扫地、叠被子、管理个人物品等；我们在访谈时发现孩子在动手操作的过程中💇,72826
15,1282844141564350464,棒！火钳刘明.,73021
294,1277202974566973441,角度新奇，立意独特,73068
81,1300266362444382230,更需要我们对读书作出正确的选择,73091
244,1282844141610487815,就这？,73120
42,1300336611579645978,精辟🐆,73511
96,1277202899015028741,也是以为做书人手中握有出书的大权,74088
48,1300336640964882440,然后回国写一本关于他的专著😓,74580
289,1300336658404757504,读起来有点困难，可能是我理解力不够…,74880
55,1300336621209669653,知识上的富有可以享受心灵上的满足,74893
56,1282844190553866240,现在很多人不是失去了学习的动力，而是失去了好奇心.,75216
129,1300336631049551888,很打动我，感同身受,75365
166,1300336640960688144,说的真好，这世上之事大抵如此吧！,75735
35,1300266362444382214,做的不错呦,76147
326,1300266318035087367,就铸造了这个铜像永远纪念他,76478
302,1300336640960688135,多少年里努力去把它写好,76752
57,1300336621213863950,优秀人物的错误，就在于获得世人的赏识而浪费青春,77343
42,1300336621213863960,🙂,77363
162,1300336650351792141,吃不了学习的苦，就要吃生活的苦,77607
58,1300266752665604106,当一个作家深切的感到自己和人民血肉联系的时候，就会给他以美和力量,77830
226,1300336658404757520,棒极了,78121
57,1277202899015028738,有想象力而没有鉴别力是世上最可怕的事！🐣,78526
197,1300336621213863968,红红火火恍恍惚惚.🐭,78580
21,1300336631049551936,对年轻的情侣来说也会很方便,78857
134,1282844190549671948,旋转幽婉，诗意抒情。点点凝聚在字里行间；涓涓流水，群鸟随云；任其诗意徘徊，经久难散.🐺,79078
96,1300336650351792194,优秀人物的错误，就在于获得世人的赏识而浪费青春…,79115
3,1300336650351792222,我裂开了,79166
220,1282844175731150860,凭吊青春仿佛只有借打胎宣布痛苦和成长这种单一方式了.,79523
2,1277202974566973444,???,80018
89,1277202951619923988,开始以为是青铜，没想到是个王者👌,80193
14,1300336650351792210,思维值得学习！,80595
241,1300336658404757523,如果这都叫科幻，那我也行！👮,80742
208,1300336611579646040,从此他走上了医学科普之路.,81291
9,1300336631062134785,你开始对这个世界有一种偷窥的快感,81746
129,1282844141610487820,做的不错呦,81748
57,1300266752665604120,学习知识要善于思考、思考、再思考🐦,81786
42,1300266362444382226,诗情画意，回味无穷…,81895
9,1300336650351792181,贴近生活，倍感亲切,82462
28,1300336631049551910,红红火火恍恍惚惚,82513
4,1300336611579645952,开始以为是青铜，没想到是个王者,82609
11,1282844141610487826,让我美餐了一顿,82631
196,1300336640960688139,棒极了,82967
88,1300336650351792227,👰让我想起了自己的经历！,83235
4,1300266318035087364,除非我沿着这些线索深入去采访、去做大量的功课！,83290
96,1300266752665604097,家将不家,83384
1,1282844166688264192,取众家所长,83742
2,1300336640964882455,就这？,84182
113,1300336640964882501,也不是施舍,84272
19,1300336611458011136,棒！火钳刘明.👨,84427
35,1300266752665604117,因为这些也许会给她们生活带来很多有益之处😙,84531
43,1300336631049551918,伟大的灵魂就像高耸的山峰…,85034
84,1300336631049551930,优秀的作品无论你怎样去探测它，都是探不到底的.,85202
228,1300336650351792145,是啊,85215
4,1282844166755373080,哈哈哈，真实,85580
12,1300336650351792211,前排🐽,85625
87,1300336631049551924,兴趣是最好的老师,85748
27,1300336631049551920,我认为文学艺术首先是人类情感的艺术…,86398
289,1282844190549671948,这些小说中没有美,86433
328,1300266362444382230,越来越没有自知之明了，这种文章我也敢点进来看了…😸,86482
4,1300336631049551895,一个人的度量是一种精神力量，是一股强大的文明力量💇,86487
43,1300336650351792136,???,86644
77,1300336611579645987,🐑它是沉默的天空说出的一句格言！,86743
41,1300336640964882457,不要把读书弄成特别痛苦和自己较劲的事.,86858
26,1277202898968891392,有内涵的文章才是好文章,86982
3,1282844190549671937,涨知识了.,87232
237,1300336650351792199,把他们自身的领域带到人类学的殿堂里,87232
56,1277202888038469635,就这？,87273
58,1300336650351792205,贴近生活，倍感亲切！,87442
217,1300336621213863976,这使得《十月》这面文学旗帜一直飘扬在文坛的上空！,87478
26,1282844141610487836,语言真是一门学问，如果我们会用欣赏的眼光去看待别人，自然会发现别人身上的闪光点，用智慧的美言与别人交谈，那我们的人际关系就会更加和谐，更加美好。,87616
224,1300336631049551886,角度新奇，立意独特,87952
219,1282844183012495388,棒！火钳刘明😾,88123
136,1282844198070013966,🙂,88162
66,1300336621213863970,跨出校门了！,88600
300,1300336631057940494,在法国香水发展的那段时间.,88625
2,1300336621209669633,诗情画意，回味无穷🐳,88669
30,1300266318035087371,我们国茶实验室的使命叫作‘激活中国茶’,89077
314,1300336621209669645,我是一个路人😣,89196
10,1300336621209669635,棒！火钳刘明！,89271
135,1300336631049551875,赞一个,89320
87,1300336640960688142,区别就在于上海有独特的文化积淀😋,89858
197,1300266362444382216,太赞了！,89874
17,1300336621209669644,优秀的作品无论你怎样去探测它，都是探不到底的,89922
89,1282844183012495377,前排,90242
300,1282844183012495378,体弱力微,90504
51,1300266318030893060,细节描写别具匠心，细致入微.,90717
26,1300336631049551916,进瓜地前🐄,90798
96,1300336611579645953,基本就被毁了…,91016
134,1300336640964882474,我们只得勉强飞到火星着陆,91435
44,1277202898968891392,很有意义,91507
137,1300336640964882487,思维值得学习,91584
227,1300336640964882472,细节描写别具匠心，细致入微！,91632
242,1300336631049551935,嘻嘻🤭,91690
62,1282844204634099727,既要敢于突破陈规，又要放开手脚打破条条框框,91913
206,1300336621213863943,就这？,91949
12,1300336650351792219,把老子与老聃分拆为二,91985
93,1300336640964882494,"要舍弃自尊""前辈说",92169
64,1277202888038469639,语言真是一门学问，如果我们会用欣赏的眼光去看待别人，自然会发现别人身上的闪光点，用智慧的美言与别人交谈，那我们的人际关系就会更加和谐，更加美好。,92324
102,1277202974566973466,第三层用了黄色透明的来投射阴影！,92677
3,1277202909102231552,涨知识了…,92906
134,1300336611579646024,那些死人知道么？月球！,93065
42,1300336650351792214,真的好看,93070
51,1300336611579645994,伟大的灵魂就像高耸的山峰,93421
84,1277202951619923995,冬天我曾伫立良久的地方🐉,93591
87,1282844175731150855,就这？,93760
134,1300266362444382226,百家争鸣，旗鼓相当,93802
50,1300336650351792219,种草,94069
205,1277202899015028743,商场如战场 ,94196
87,1300336611579645983,看破不说破,94492
113,1300336640960688147,棒极了,94506
103,1300336611579646034,赞一个,94517
227,1300336640964882433,“艺术”这个词，乍一听起来好象离我们很远。总以为它是属于艺术家们的，是高雅者的研究对象，很难与我们这些寻常百姓套上近乎。可是，如果你真的留意一下生活，那些艺术，其实无处不在地存在于我们周围。😶,94592
5,1300336611579646039,做的不错呦🚶,94662
331,1300336621213863977,希望大家能够摒弃以往社会中的陈旧观念：如果一个人被性侵了,94761
263,1282844175731150859,感觉有些沉重了😅,94918
28,1282844183012495363,结出自己的果？或者面积比这还大！,94962
196,1300336650351792184,让我想起了自己的经历！,95009
128,1282844166688264192,我朋友看过了让我过来点个赞，哈哈哈…,95111
139,1300266362444382232,如果能现场看到就更好了😆,95275
76,1282844183012495389,天才的作品是用眼泪灌溉的,95684
303,1300266318035087373,特别是当他们一次了解许多新东西的时候🐘,95961
243,1300336650351792156,天才的作品是用眼泪灌溉的,96061
17,1282844175731150866,伟大的灵魂就像高耸的山峰,96319
4,1300336621213863956,我想！,96400
174,1282844183012495371,我是一个路人…,96483
21,1300336611579645979,心灵与自然相结合才能产生智慧，才能产生想象力,96621
2,1300266752665604120,女少口阿,96797
225,1300336658404757521,精辟,97537
134,1300336631049551945,伟大的灵魂就像高耸的山峰,97542
72,1300336611579646026,棒极了,97956
4,1282844175731150876,😔棒极了…,97960
237,1300336658404757518,赞啊！,97980
3,1300266318030893058,一个人的度量是一种精神力量，是一股强大的文明力量,98020
101,1300266752665604104,前排🐐,98299
263,1300336631057940480,灵魂都是会游离而去的😔,98423
40,1282844141610487810,???,98496
4,1300336631049551937,让我想起了自己的经历！,99381
289,1282844183012495382,生命中心灵的重要性超过了我们想像力…,99514
50,1300336650351792151,比如中华书局版唐宋史料笔记丛刊,99554
36,1300266318035087366,但她非常注重对我的教育和培养,99586
28,1277202961912811528,许多地方和部门信奉多一事不如少一事,99594
328,1300266362444382223,是行星巨人；水星最小,100011
294,1300336611579645999,要写还不如写钱锺书先生,100120
129,1277202951619923969,我是一个路人🐘,100177
70,1300336650351792160,温故而知新！,100230
55,1282844212381024279,让我想起了自己的经历！,100759
69,1300336658404757509,动辄便挨上了高压线的边.,100795
25,1300336650351792190,我必须尽可能不跟他见面,100938
295,1300266752665604115,当代缺的就是这种智慧与豁达,100955
325,1282844204634099714,两个半球的特征有着显著的不同,101461
25,1282844166755373080,觉得它们并不那么可怕；也接受内田裕也这个麻烦的男人,101528
84,1300336631049551929,一起静静地奔向海洋,102234
205,1300336631049551927,我们只愿意相信那些我们愿意相信的事情,102308
219,1282844183012495384,我裂开了🐑,102380
21,1282844166755373059,三、学术杂志对未来消费的预言除了消费品😠,102796
76,1300336650351792214,高尚的语言包含着真诚的动机,102919
158,1282844198070013972,好久没有静下来享受获得知识的感觉了,103122
89,1277202961912811540,赞一个…🐀,104969
237,1282844175731150877,而其他无相关记载的曹姓男子中均无这个标记的特征,105117
303,1300336621213863979,关注鼓励孩子发出「下一个球」每当孩子完成某项活动😁,105503
132,1300336640960688146,如果能现场看到就更好了,105595
50,1300336611579645953,思维值得学习！👵,105931
3,1300336621213863956,红红火火恍恍惚惚…,106082
294,1300266318030893063,红红火火恍恍惚惚…,106331
301,1300336650351792189,优秀的作品无论你怎样去探测它，都是探不到底的,107046
220,1282844166755373084,太秀了,107107
28,1300336658404757518,人类个体与群体又的确不断藐视自然、伤害自然、剥削自然,107282
12,1282844212381024260,逐渐上头😂,107515
312,1277202974566973447,就是让孩子去完成各种阶段的抗重力能力,107598
228,1300336640964882440,她们又相约今年在上海再次相聚,107640
66,1300336631049551949,他们的内心会越来越粗糙👯,107708
12,1282844175731150876,但它的主导思想仍属于老子是无可争辩的,107786
217,1300336658404757517,逐渐上头😂,107835
18,1300336640960688138,在各个时代都是最受崇敬的文学性表现😮,108140
21,1282844183012495363,真佩服，满腹经纶，这果然是奥妙,108620
44,1282844175731150867,一分钟的思考抵上一小时的唠叨，而此文让我思考了很久👤,109227
77,1300266362444382236,做的不错呦.,109233
196,1282844190549671938,精神乃至灵魂的共鸣👍,109293
12,1300336640964882442,老子的弟子或道家思想的信奉者,109640
9,1282844204634099731,泡沫散去,110058
19,1282844204634099732,就像我们现在作为典范而临摹的碑帖！,110353
75,1300266318035087367,真的好看,110437
75,1300266752665604102,让我美餐了一顿,110461
240,1300336631049551950,不仅如此,111106
293,1300336650351792160,读者们希望我仍把这些有关故乡的文章继续写下去,111157
307,1282844166755373075,你有认真聆听过孩子的内心你吗？你有理解孩子吗？你有给孩子选择的权力了吗？你有经常和孩子发脾气吗？你有尊重孩子吗？你有正确给孩子下过指令吗？等等二、知道了存在的问题后,111328
19,1300336621213863960,学者有自立之志，当拔出流俗，不可泛泛与世浮沉。,111358
42,1282844212381024283,棒极了,111635
35,1282844190549671939,太赞了！,111659
298,1300336631049551939,巧妙地、沉稳地、秘而不宣、却有明明白白,112104
303,1282844141610487830,只有注意孩子的「发球」,112142
244,1277202951619923990,就这？,112253
26,1277202961912811539,被草挂住的西瓜,112279
89,1300266370434486281,大部分时间处于狩猎状态👩,112348
18,1300336621213864001,眼下掰到手里的是手机短信😦,112359
17,1300266752665604117,世事洞明皆学问，人情练达即文章,112592
237,1300266752665604111,不管你获得了何种人类的DNA样本…,112774
96,1300336621213863993,两个字，到位,113275
57,1282844204634099725,如果这都叫科幻，那我也行,113313
265,1300336631049551884,个人对于杨万里的尊敬,113344
328,1300336650351792183,嘻嘻🤭,113411
109,1300336650351792173,我是一个路人😆,113715
96,1282844190549671944,人生就是这样,113763
4,1277202951619923974,顶住顶住…,113875
240,1282844175731150857,科幻，某种程度上是对已经变为泡影的理想的一种精神补偿。😷,113887
50,1300336640964882482,比喻贴切，用词生动,114051
27,1300336611579646032,文学的场在哪儿？举一个最简单的实例：今天早晨,114179
3,1282844166755373059,品一篇美文，仿佛品一壶千载的醇酒；丝丝的辛辣蕴藏着言不尽的甜蜜,114460
58,1277202974566973453,哈哈哈，真实,115196
37,1300266370434486277,前排.,115318
36,1300336611579646049,孩子将来成功的可能性也会更大,115480
89,1282844204634099717,在座的各位能在这相遇就不用我多说了吧,115529
12,1282844166755373082,真佩服，满腹经纶，这果然是奥妙,115627
9,1300266370434486283,精神乃至灵魂的共鸣,115807
85,1300336631049551916,人的社会属性、社会身份在收缩🐇,115818
129,1300336631049551934,我们只愿意相信那些我们愿意相信的事情,115943
77,1300266370434486272,是啊,116067
101,1300266370434486300,读起来有点困难，可能是我理解力不够,116424
197,1300336650351792198,看到标题的一刹那，就有种腿软的感觉,116444
25,1300336658404757519,之后癌细胞向肠道、副肾、脊髄等身体各处扩散,117039
2,1300336611579645986,现在😞,117192
217,1277202909135785990,《十月》邀请了一些老中青作家参加一个座谈会,117216
102,1300336631049551927,所以这个窗帘就是极致化的体现了增田宗昭先生在运用他自己的文化理念去赋予的意义,118059
70,1300266362444382235,通读文章，感慨万千！👸,118498
35,1300336658404757522,他们做那么多事以至达到忘我境界,118918
42,1300336640964882477,发现以前的知识储备完全用得上…,118944
3,1300336650351792188,勇敢、大胆甚至荒唐地活着,118961
3,1300336621213863999,太秀了🐦,119147
242,1277202961912811543,有了艺术，生活才有美，有了生活，也才有艺术。生活处处都是艺术，不需要刻意发现。自然产生美，自然才有艺术。,119188
70,1282844166755373059,因为他是古罗马的语言,119356
64,1277202951619923972,逐渐上头😂,119651
57,1300336631049551941,不会只有我才知道这位老师多么优秀吧？,119815
5,1300336611579646017,温故而知新,120301
4,1300336650351792218,呈现出了一系列乡土女性的命运和遭遇,120448
